height,code,sender,type,pool_id,shares,token_1_amount, token_1_denom, token_2_amount, token_2_denom
4707357,0,osmo1lj72jml6hw635cek9hep62u3hvfwng9e2e3r09,Join,606,1456085963841373576093,66688,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,12692502617,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228
4707358,0,osmo1q5cv296zedshm3eggg9ps90jx3fhad55ndxwrw,Exit,2,9633519667662087626886,23007,uion,4579187,uosmo
4707359,0,osmo1nl09n46sfnk0z8jk33mvu9u6lz5ymqj4hmj84x,Exit,678,1314044680092746610412,6449281352,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,5782144392,uosmo
4707362,0,osmo1rsks3gfv2rcf3atj8gs09yyhrftyn7j5vuu9v7,Join,712,2603219524874627876,73481,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,19702574,uosmo
4707362,0,osmo1jxpztalf3skjftyrlf3tpd3c94g2nqkanr7c3a,Join,648,130016939323421288959614,417884339889375580929,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,77474244,uosmo
4707364,0,osmo1q5cv296zedshm3eggg9ps90jx3fhad55ndxwrw,Exit,1,762250296963882503058,10092351,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,78570405,uosmo
4707366,0,osmo1wy0qnu62k4qx8kfvc2q6n76cxnxgpgmqcyqsnu,Exit,1,3854955715204338946616,51041171,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,397351015,uosmo
4707371,0,osmo1cf6ym2cfcv0mxqvy02gv8f0pl05dhra02jfw89,Exit,560,1151904271760349731,147113858,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1178348,uosmo
4707372,5,osmo1nl09n46sfnk0z8jk33mvu9u6lz5ymqj4hmj84x,Join,712,799281552724671606080,22541449,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6054793351,uosmo
4707375,0,osmo10d65jzky0vhzhccdvv9yxew8rt7cnenheeg82a,Exit,561,14000920987598699400,4654424492,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,230299,uosmo
4707378,5,osmo1nl09n46sfnk0z8jk33mvu9u6lz5ymqj4hmj84x,Join,712,799099364761668954299,22538891,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6052721766,uosmo
4707380,0,osmo1z98eg2ztdp2glyla62629nrlvczg8s7f8sgpm5,Exit,597,1255048599715962223353,12931087893,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,255057659,uosmo
4707383,0,osmo1vtmpjl927zgwa8ht6mt75zsfyx75xdqpcu4atn,Join,1,2219234359761116169,30887,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,240498,uosmo
4707385,0,osmo1z98eg2ztdp2glyla62629nrlvczg8s7f8sgpm5,Join,597,47976170515720981909,519661519,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,10249998,uosmo
4707387,0,osmo1mxpjsl4gppu3al5c0hm5ttm8hf9zpdhctafmxy,Join,678,28822519257694,148,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,133,uosmo
4707387,0,osmo1nl09n46sfnk0z8jk33mvu9u6lz5ymqj4hmj84x,Join,712,799007966213749052261,22536313,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6052029475,uosmo
4707388,0,osmo1wnc5emxmftn2kzrjpftu8eyraffc5cwftgp65n,Exit,678,1E+17,478510,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,428475,uosmo
4707396,0,osmo1m59jgm3u5rvxrw8z7q2c6zdd0xt6y0cgw8hcfq,Exit,629,1620713596801832567,136943076174110470600040,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,1071986591,uosmo
4707396,0,osmo1me3hg2l74zn5ag9y879u7re4cp4dxea9h5d45s,Exit,719,233690835709623035221,10174964,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,5844115,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858
4707396,5,osmo18e9g3kfkzc9n9aet5c9eqwvt6ay5raar8m9e6q,Join,722,18936595886703140028,2060271997048057098,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,3837169,uosmo
4707398,0,osmo1z98eg2ztdp2glyla62629nrlvczg8s7f8sgpm5,Exit,597,71939629717184710670,741175107,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,14619217,uosmo
4707398,0,osmo18e9g3kfkzc9n9aet5c9eqwvt6ay5raar8m9e6q,Join,722,18842182791089759981,2049999999999927113,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,3818037,uosmo
4707399,0,osmo1pq7mnp9wk5mzeus9gz047ajalzcl2q7pvey5j4,Join,712,2625599189168734915,74003,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,19874552,uosmo
4707401,0,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,Join,712,4200953044946247675,118405,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,31799170,uosmo
4707407,0,osmo1ltuj2v832rsxgfcfk696r9zm0rm2j26as7wn3x,Join,573,9.26103E+16,199048768,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,2873281,uosmo
4707407,11,osmo1qurmjyezm4yy3tuhwgelpjcwrtd40ftcwpl5yd,Exit,560,37004825215041364552,4733617511,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37793774,uosmo
4707409,0,osmo1akm0t858fwhk73982p9wz53hwvvvl4a5gc25lq,Join,678,340261241607376223,1756684,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1573076,uosmo
4707413,0,osmo1qurmjyezm4yy3tuhwgelpjcwrtd40ftcwpl5yd,Exit,560,74009650430082729103,9468546653,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,75577100,uosmo
4707416,0,osmo12asyaccxrau33q8l780cgzkyzydqngfvla7deg,Join,1,73647895608358824045,1024995,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7981655,uosmo
4707417,0,osmo1g66a5sn0fgfw9wskzvlw39rsxgq9lqd6alweck,Join,678,39845950570177474500,205713959,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,184214533,uosmo
4707423,0,osmo1x63tv5csgv6mpsckq90p6h3tlufuxv35lceay7,Join,690,3525034903381951530,6149995,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,464441,uosmo
4707424,0,osmo15xd8465ylem38zkerjc8vn04h00n9zwurukg99,Exit,497,5709257149050571712,5322068,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,16824737,uosmo
4707426,0,osmo1ssxqvhz3datp0apqkf4tkyjm95qesd4dx6w7mp,Exit,498,12199750010717854934,5209062,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,12922699,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
4707429,0,osmo1ky7wgt03lwp2sa8fcxgmcd5j49ctwxq2tynnyv,Exit,629,1114753448896793581,94440124438683147401496,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,735396275,uosmo
4707429,0,osmo12asyaccxrau33q8l780cgzkyzydqngfvla7deg,Join,497,2091865312280120072,2049995,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,6480708,uosmo
4707431,11,osmo15xdkw3ht0kf55h9tgnfaxeq6hswtzapzv8kec9,Exit,10,2.002E+22,2755507,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,13794304719,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1
4707433,0,osmo17urqyrawvju9u3t345d6v3e5ty3mk3hft3aa3v,Join,722,27925147185923666858,3037569254057128036,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,5659684,uosmo
4707434,0,osmo1ky7wgt03lwp2sa8fcxgmcd5j49ctwxq2tynnyv,Exit,629,1114753448896793581,94440124438683152978605,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,735396275,uosmo
4707434,0,osmo1u5m59uvat5wakk9w3d5fgrnxryfkn6krm4qsx5,Join,1,183626017050300219558,2555728,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,19899780,uosmo
4707434,0,osmo1ufvxkljcsy9u38vjj06j2x0fxy962xwxgmdfa0,Join,1,1018339068473571383,14172,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,110358,uosmo
4707435,0,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,Join,1,73453499873432897544,1022332,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7960254,uosmo
4707436,0,osmo1evxw84lfmevdajh6xelu4rp46kux8fmjxkw4sr,Join,712,3640488243767828359,102607,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,27556797,uosmo
4707440,0,osmo1qurmjyezm4yy3tuhwgelpjcwrtd40ftcwpl5yd,Join,9,57781486044010012417808,50601461232,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,79136405,uosmo
4707441,0,osmo1kw6ktgk0lc9z28yrqgshmlksm8cauemwtl98gl,Exit,704,453614046114880281,3385278493890927,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,5397242,uosmo
4707445,0,osmo1zf9wvyqsk8qqu3leavjxna8mwlvkxd3x96fgcz,Join,704,68953078017582757322,540979509132932147,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,862498550,uosmo
4707445,0,osmo1m6jkgwxj35a77k7n67nj5susc84m5n6mfy3ku0,Join,712,16037747007767963022,452026,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,121398420,uosmo
4707457,0,osmo1jr6mlu93x74ffpfvswkav33pxzqa8puujztrc4,Join,648,338425905531169273126572,1086497865390988374561,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,201889125,uosmo
4707470,0,osmo17d6eypvgf9p8cqfvfdpm5wldjlglvhz89ext68,Exit,1,191723333654131736677,2538297,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,19763481,uosmo
4707473,0,osmo1c7zy976xxc64ymlny8qsts299ylqwmq52ysy7j,Join,678,49329399918309211,254557,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,228158,uosmo
4707483,0,osmo15xd8465ylem38zkerjc8vn04h00n9zwurukg99,Join,641,526593925551779616783,319667962,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,8575992,uosmo
4707484,0,osmo1mnufmmgrvc6tpfe6ayr679xnmhkewcsgdjqmgn,Join,1,5301374679646838756,73786,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,574501,uosmo
4707486,0,osmo13hvvnhjlyj6wxqccgehpkhldtkj2fpc6j40895,Join,722,169817821398648732364,18437924539775570348,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,34480881,uosmo
4707486,5,osmo1lynjdpkq8gmw7lqr6jd7udh0xm68006g8p8hk0,Join,674,2760723046495788907,8868464822474556277,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,7943888,uosmo
4707492,5,osmo1alwjdff8sgejhv3u5rtylatury4cuvr7y49s7h,Join,9,20756688686569968026518,18192734486,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,28402879,uosmo
4707497,0,osmo1alwjdff8sgejhv3u5rtylatury4cuvr7y49s7h,Join,9,20699374509342622135325,18142500000,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,28324452,uosmo
4707500,11,osmo1jmcf5na86q3s7hpvsurj7vce9mh77slpmj4wn8,Exit,562,5356267165343902087982,47577061652,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,296552882,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC
4707503,0,osmo15q08u2gz05hshx6hr6pxq8auzuysl5jvtk8j6q,Join,641,53380778811357120629,32384105,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,868792,uosmo
4707503,5,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,Join,605,55208257284598599251489,312585011426,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,12750217,uosmo
4707505,0,osmo1w69hvwaqn23kmyx4vw7lgwgwu0ssyh7wu2hu5y,Exit,704,6898407298396358576,51482227177588865,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,82079314,uosmo
4707505,0,osmo1lynjdpkq8gmw7lqr6jd7udh0xm68006g8p8hk0,Join,674,2759041390259775984,8863060706915584332,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,7939051,uosmo
4707508,0,osmo1jxdx4nszha3hu2q49tylqasuc8tjct5wusueyr,Exit,561,10654601568117750937,3517658395,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,176524,uosmo
4707515,0,osmo1n6mqdxjlwvda8zgcw5t503gprnhn6gvs787drw,Join,704,392546921957563317,3079774622866677,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,4910165,uosmo
4707518,0,osmo1w69hvwaqn23kmyx4vw7lgwgwu0ssyh7wu2hu5y,Exit,678,30747991637649960883,150977778,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,135237229,uosmo
4707522,11,osmo1rx63tdewqcfsr87enw3g8rupy588gdrf782qyz,Exit,565,60601322398628639215,787280970950,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,5111855,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
4707522,0,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,Join,604,4084387865056799,859663105,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24124901,uosmo
4707526,0,osmo103w2uwpdf9p708c83nkyd0ys6fgqt94tdvjtgn,Join,712,46645004246705321027,1315098,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,352964591,uosmo
4707532,0,osmo1ptektdahwjdlh5s58u0p2yxn22jjfqcjc4e4yr,Exit,712,1E+19,268173,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,71976366,uosmo
4707532,0,osmo1heqtu4cum6fs9rg9mj754ycvfdgl9ssm3n8j6n,Join,601,563064762574176803,42936868,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,12275240,uosmo
4707544,0,osmo1dffxgxg79rfqh54lfz7xpx93qjdt38wksq9dgs,Join,1,5900394103549350930,82108,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,639537,uosmo
4707556,0,osmo1t5lx9y368e0fsf8yr84hqwdy3rqtut3p2n48qg,Join,722,66073750925956886538,7201362425842433794,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,13363830,uosmo
4707558,0,osmo1sx2qexffa63d6hda8zt6zfx7gm0hvdkfwq83fe,Exit,690,49397834613399964841,81992350,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,6189880,uosmo
4707561,0,osmo1klmkrcz8el7jr3waczxgptfuhd5cj0ej4s2yw2,Join,712,1708809843044364767,48208,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,12921167,uosmo
4707564,0,osmo1usckzz6h4fkcknv4nkr2apqs4c4fwzc58gjek8,Exit,605,27516196871722218251638,148194996152,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,6044807,uosmo
4707565,0,osmo1jaey7087uuncesrxp0fk7frxwv4kyu6ywa480r,Join,601,257872719751498858,19664011,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,5621817,uosmo
4707583,0,osmo1usckzz6h4fkcknv4nkr2apqs4c4fwzc58gjek8,Exit,704,187887627182611375495,1402208800720659529,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,2235510375,uosmo
4707587,5,osmo1teacm29ysv3qpku2hhyyqc7eppwrkkestypvl4,Join,674,10665076108627275801,34291441994087978618,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,30660475,uosmo
4707590,0,osmo1gp437zc9e4gsuugn6udcve2vdarlrqf9cpk3f2,Join,712,390192095489183590,11019,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2947064,uosmo
4707596,5,osmo1teacm29ysv3qpku2hhyyqc7eppwrkkestypvl4,Join,674,10665076108627275801,34291441994087978618,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,30660475,uosmo
4707601,0,osmo1ve5k4ul2fj42heup7ac7qvkhxzfzjrf6ep8ess,Join,722,31314005652142000793,3414809712157187871,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,6329713,uosmo
4707601,5,osmo1teacm29ysv3qpku2hhyyqc7eppwrkkestypvl4,Join,674,10655185792662828545,34280711653325680103,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,30613252,uosmo
4707602,0,osmo1pq7mnp9wk5mzeus9gz047ajalzcl2q7pvey5j4,Exit,561,1386033123894789846,458086692,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,22939,uosmo
4707606,0,osmo1me8923arytjjtketusxcslvcz66fwyzlle6w96,Exit,631,3252769492852730328,8736,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,116225,uosmo
4707613,5,osmo189cmht765327dcz8nahu2x5ffmr0mt70a6jkhs,Join,722,32280728583824586592,3515984009985725767,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,6532907,uosmo
4707615,0,osmo1xv6t5tqgglgwd0ngysm2h0qhkjs77euuprc6pc,Join,1,13751437926579000020,191203,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1491747,uosmo
4707617,0,osmo17wklrv0g6y0vw0cc88fn07h3hg90fjylpkxxcj,Join,678,17761038809651979959,91820436,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,81999998,uosmo
4707621,0,osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,Join,674,7760719436427636381,24968016694693608861,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,22297552,uosmo
4707631,0,osmo1l02m8ug9cdm5s9p4qntt82ykjgkpyuw9u260yp,Join,662,164941777601153371,20899336004,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,182247,uosmo
4707631,0,osmo1ep44f78erwu37s6dm6he95m85u2ayhw4jarws3,Join,712,237242905863945359,6700,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1791860,uosmo
4707633,0,osmo1qw8vwzfzquczf43gpk909tcrl5dnqe953l8hm0,Join,712,4353083810103385265,122949,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,32878452,uosmo
4707646,0,osmo1wu2rp75wqnh82wu3peh9ftqv36e030vj8lfq9d,Exit,9,1107888986421239481334,924647720,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1440509,uosmo
4707646,0,osmo1nmea788jgcg3vl57spy8c94a0ycws8cpdfhm0z,Join,722,4760227598454240559,518923807337727635,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,962540,uosmo
4707646,0,osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,Exit,560,168222721437941419786,21533313485,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,171694497,uosmo
4707648,5,osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,Exit,560,336445442875882839571,43066626972,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,343388995,uosmo
4707650,0,osmo1jtd6xjzzhyedpuu03ksggyadrdxjw8ps9wrag8,Join,641,28171973887720529601,17094232,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,458418,uosmo
4707651,0,osmo1z7qd2j77knchudz3a98r2e0dkquhx3r3pzslt7,Join,678,6493110621844866864,33598268,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,29950463,uosmo
4707653,0,osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,Exit,560,168222721437941419785,21533313485,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,171694497,uosmo
4707655,0,osmo1u870ksd35rctnae70kl602hzrqcnwe8tg8422j,Join,726,4201963229306367473,1434998,ibc/785AFEC6B3741100D15E7AF01374E3C4C36F24888E96479B1C33F5C71F364EF9,5352635,uosmo
4707661,5,osmo1smrlapzwyv23cvna6s7jkwnenvcvcwnc62n2n6,Join,604,28931739006609,6089579,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,170881,uosmo
4707663,0,osmo1wd4wc8t8ctan5zeq4nxdntnxaq6cspyj5jf4t9,Join,722,24629157828241704420,2693368950356274341,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,4964471,uosmo
4707665,0,osmo1smrlapzwyv23cvna6s7jkwnenvcvcwnc62n2n6,Join,604,28925827527777,6088524,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,170841,uosmo
4707665,0,osmo16vypav8wwznpq4x0sgjv8k4l34urv5vg09xhyj,Exit,560,10240863236301781833,1310424100,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,10455853,uosmo
4707666,0,osmo1d6qk37ycqp49e458n0gghwrcl0pzrdylg89yvw,Join,625,36419601580874142902,4731077,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,51361,uosmo
4707666,0,osmo1u870ksd35rctnae70kl602hzrqcnwe8tg8422j,Join,712,4388926425358773189,123987,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,33142042,uosmo
4707666,0,osmo1tvx0tmstj9zx0d25mcg8rr7man3x6qqrqzkq5c,Join,678,41387072244148304,214134,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,190921,uosmo
4707667,0,osmo10dc7lataqm62tze9tm47f8sesrws709zfd3xhh,Join,678,88822280780599064,459562,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,409743,uosmo
4707668,0,osmo1nqn4av0qmsqzy72q9d7yrm30khmjrjkg5dfjxt,Exit,5,266980089424649714354995,7709840355,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,9807089,uosmo
4707669,5,osmo13gd97ke6erejqk2p050xkpc63jhtujrevjue5p,Join,722,69257014123194747479,7573477491434712149,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,13960336,uosmo
4707669,0,osmo1yeav86f6h0uehruhgu2jlpk6j5esfnyfpzfltk,Join,604,781237523544232,164440630,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4614152,uosmo
4707670,0,osmo1p8ew2l88udgdam8qa7pa8ez9qyazljps38hm2a,Join,712,439217732323827303,12406,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3316915,uosmo
4707671,0,osmo18vln3u6et46gekr8wr2j9lexnhu52xce3qa05k,Exit,1,487754098894285822676,6448472,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,50350358,uosmo
4707671,0,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,Join,3,4300902357127559,142,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,44,uosmo
4707671,5,osmo13gd97ke6erejqk2p050xkpc63jhtujrevjue5p,Join,722,69258843087738317283,7556501360807199540,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,13992501,uosmo
4707672,6,osmo1jmcqdyh9auemdr35xnqsywpagd9ty3yxqqgh55,Join,701,334167911886392,53197,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,2,uosmo
4707672,0,osmo1d6qk37ycqp49e458n0gghwrcl0pzrdylg89yvw,Join,674,152578665162209463,491206580697403730,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,438082,uosmo
